,A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
305,,,,0.864,,,0.03556709,8.96,,,,,,,,0.453,2.357623680908961,2.714140919024871,0.2112,MBA,2650.4189549917114,0.0,45028.0,46.7,2.3,,0.1512188908700043,2457000.5,20141209.0,57000.0,J2000,,,1891-03-12,306 Unitas,7.277961119812441,a0000306,2014-06-23,285.5535670348221,0.988385,384.64979045,0.2722653325294159,,,1480.0,Unitas,N,141.914625019523,JPL 14,306.0,1322.239583921707,3.62009468561727,N,,5.3300000000000016e-40,Otto Matic,3.4446550060646103e-41,,2.001106442793051,0.61877,8.736,-3906890000000000.0,1.0660000000000004e-51,4.2531e-09,4.8962e-09,3.4933e-08,4.5324e-06,1.5826e-05,7.3673e-10,3.53e-05,3.5779e-06,8.2572e-08,5.8334e-05,3.8014e-05,S,S,S,2000306.0,3.527,2457273.933390412,20150908.4333904,,168.1083003953484
306,,,,0.669,,,,10.12,,,,,,,,0.267,2.909876523316516,3.323824325227079,0.0524,MBA,2637.7926964337025,0.0,45166.0,54.96,3.3,,0.1422561399405253,2457000.5,20141209.0,57000.0,J2000,,,1891-03-05,307 Nike,6.127933341856,a0000307,2014-11-01,50.81494593319324,1.51248,588.6118416,0.198560214303073,,,1407.0,Nike,N,101.0269221340761,JPL 12,307.0,1813.05203191669,4.96386593269457,N,,0.0,Otto Matic,0.0,,2.495928721405952,0.56134,7.902,-1.5928789672540794e+17,0.0,1.3244e-08,1.5127e-08,4.5843e-08,4.7636e-06,1.7396e-05,1.3555e-09,5.4267e-05,1.2377e-05,1.3486e-07,8.7411e-05,5.6919e-05,?,,CX,2000307.0,3.26,2456744.5829417338,20140328.0829417,,325.2352899038984
307,,,,0.783,,0.21,,8.17,,,,,,,,0.379,2.748868017709533,2.857903970645563,0.0482,MBA,2640.349809884546,0.0,45027.0,140.69,3.8,,0.03966576504712781,2457000.5,20141209.0,57000.0,J2000,,,1891-04-06,308 Polyxo,4.361079353182871,a0000308,2014-07-17,300.4020816347664,1.62905,633.9773885,0.2162585273515202,,,1833.0,Polyxo,N,181.7370977456565,JPL 63,308.0,1664.674241561043,4.55762968257643,N,,3018273958575.305,Otto Matic,194322961204.91986,,2.639832064773503,0.60009,12.032,-1.5116522075864655e+18,132.0374904942273,7.1762e-09,7.4609e-09,2.5967e-08,3.3115e-06,4.0273e-05,8.4685e-10,4.2619e-05,6.5187e-06,7.2454e-08,0.00018636,5.8522e-05,T,T,T,2000308.0,3.341,2457276.0864432035,20150910.5864432,,115.8144223803619
308,,,,,,,,10.6,,,,,,,,,2.664471417113685,2.972191177120652,0.0595,MBA,2642.6353125777578,0.0,45124.0,45.32,3.3,,0.1154899835031099,2457000.5,20141209.0,57000.0,J2000,,,1891-04-06,309 Fraternitas,3.72000841287471,a0000309,2014-10-22,54.14076785013826,1.34513,523.4842421,0.2266143854096988,,,1656.0,Fraternitas,N,356.5726363240613,JPL 24,309.0,1588.601709239031,4.34935444007948,N,,0.0,Otto Matic,0.0,,2.356751657106718,0.50568,13.2,-8.931251296881973e+16,0.0,1.0157e-08,1.133e-08,3.1612e-08,3.5665e-06,1.7003e-05,1.2958e-09,5.7857e-05,9.0839e-06,8.3103e-08,7.4724e-05,5.994e-05,?,,,2000309.0,3.371,2456761.588565705,20140414.0885657,,310.6251213413205
309,,,,,,,,10.0,,,,,,,,,2.761761590774277,3.074792221586729,0.125,MBA,2640.5063338077257,0.0,34196.0,32.75,1.7,,0.1133445522083218,2457000.5,20141209.0,57000.0,J2000,,,1920-10-10,310 Margarita,3.171680794656966,a0000310,2014-05-26,9.405590059169556,1.44993,564.2692581,0.2147458579511601,,,1606.0,Margarita,N,229.294679795384,JPL 12,310.0,1676.400203639202,4.589733617082,N,,6.230341315509639e-39,Otto Matic,4.011465368591761e-40,,2.448730959961824,0.54813,12.07,-4.5668401842685656e+16,1.2460682631019278e-50,1.2385e-08,1.3789e-08,4.5683e-08,5.1285e-06,1.8255e-05,1.4445e-09,7.7783e-05,1.1276e-05,1.2855e-07,8.4927e-05,8.0027e-05,S,S,,2000310.0,3.33,2456956.7012969707,20141026.201297,,324.4001329865339
310,,,,0.843,,,,10.0,,,,,,,,0.437,2.897812013116285,2.905327633434461,0.3381,MBA,2637.2462005910556,0.0,40896.0,24.05,1.8,,0.002593549990185299,2457000.5,20141209.0,57000.0,J2000,,,1902-09-05,311 Claudia,3.227192374988467,a0000311,2014-08-24,147.8094336466048,1.88933,735.2705561,0.1998015077334783,,,1941.0,Claudia,N,81.02307380857621,JPL 16,311.0,1801.788205123135,4.93302725564171,N,,0.0,Otto Matic,0.0,,2.890296392798108,0.50564,7.532,-1.3347128686804298e+16,0.0,1.3814e-08,1.385e-08,3.9774e-08,5.0498e-06,0.0011049,1.4287e-09,8.7465e-05,1.2884e-05,1.1289e-07,0.0055299,0.0011107,?,,S,2000311.0,3.286,2456260.71862736,20121129.2186274,,43.90168467788632
311,,,,0.843,,,,8.89,,,,,,,,0.429,2.783426282591374,3.225115982863821,0.1967,MBA,2640.524648351659,0.0,44990.0,49.96,1.5,,0.158685610980591,2457000.5,20141209.0,57000.0,J2000,,,1891-08-29,312 Pierretta,9.028195874443648,a0000312,2014-11-02,275.3872010774447,1.3488,524.912496,0.2122435437355124,,,1284.0,Pierretta,N,6.283321745985629,JPL 21,312.0,1696.164668493353,4.64384577274019,N,,2.211796748589913e-38,Otto Matic,1.4240965542606249e-39,,2.341736582318926,0.55108,10.282,-1.621247016716406e+17,4.423593497179826e-50,1.3941e-08,1.6153e-08,3.5248e-08,4.6401e-06,1.649e-05,1.5945e-09,2.7416e-05,1.2743e-05,9.724e-08,7.8985e-05,3.0916e-05,Sk,Sk,S,2000312.0,3.296,2457399.1590000964,20160111.6590001,,262.4024817652194
312,,,,0.715,,,,8.9,,,,,,,,0.342,2.375087053202492,2.805403935062429,0.0524,MBA,2650.310172955088,0.0,44387.0,96.34,1.7,,0.1811794145733356,2457000.5,20141209.0,57000.0,J2000,,,1893-02-24,313 Chaldaea,11.65257313946057,a0000313,2014-09-05,100.87939334611,0.975224,379.52792408,0.2692680191260284,,,1562.0,Chaldaea,N,176.6481047917399,JPL 66,313.0,1336.957879990588,3.6603911840947,N,,6.96277214422944e+17,Otto Matic,4.499692969052226e+16,,1.944770171342556,0.62952,8.392,-5.809880698641267e+17,132.53550864775443,4.4309e-09,5.2337e-09,3.635e-08,4.5641e-06,9.1278e-06,7.5351e-10,1.5019e-05,3.7413e-06,8.6374e-08,3.3745e-05,1.769e-05,C,,C,2000313.0,3.492,2456625.8569448255,20131129.3569448,,315.9178021084186
313,,,,,,,,9.9,,,,,,,,,3.153216877469246,3.711647797874669,0.0787,MBA,2633.8103227842935,0.0,44977.0,59.65,2.2,,0.1770987984986356,2457000.5,20141209.0,57000.0,J2000,,,1891-09-02,314 Rosalia,12.55979848389041,a0000314,2014-10-24,11.09367858641988,1.59243,619.7259831,0.1760245773589532,,,1511.0,Rosalia,N,170.3142655270655,JPL 20,314.0,2045.168949707972,5.5993674187761,N,,0.0,Otto Matic,0.0,,2.594785957063823,0.56923,20.43,-2.0364509289960394e+17,0.0,1.5615e-08,1.838e-08,3.9792e-08,4.884e-06,1.2946e-05,1.3075e-09,2.1401e-05,1.5192e-05,1.2592e-07,7.3367e-05,2.4379e-05,?,,,2000314.0,3.146,2456937.4765361585,20141006.9765362,,190.3139245533123
314,,,,,,,,12.5,,,,,,,,,2.240944549512279,2.619570445749767,,MBA,2653.769596204595,0.0,31303.0,,,,0.1689581727133286,2457000.5,20141209.0,57000.0,J2000,10.851239560529478,,1928-10-07,315 Constantia,2.429004630665006,a0000315,2014-06-21,270.3204251352117,0.852962,331.94722154,0.2938037998388435,,,1584.0,Constantia,N,161.6634880986336,JPL 12,315.0,1225.307501800406,3.35470910828311,N,,0.0,Otto Matic,0.0,,1.862318653274791,0.4692,5.345,-1225972306097122.5,0.0,7.8677e-09,9.197e-09,4.4598e-08,5.0499e-06,1.4722e-05,1.5473e-09,9.6298e-05,6.4528e-06,1.0031e-07,5.0958e-05,9.7087e-05,?,,,2000315.0,3.614,2457305.7362662223,20151010.2362662,,172.91091826627
315,,,,,,,,10.0,,,,,,,,,3.179076951826921,3.613582814727925,0.0925,MBA,2632.8824383547712,0.0,44908.0,47.92,1.9,,0.1366767365135046,2457000.5,20141209.0,57000.0,J2000,,,1891-09-08,316 Goberta,2.339010697116465,a0000316,2014-08-22,211.4360653778915,1.76043,685.1065431,0.1738811537615974,,,1613.0,Goberta,N,123.9232764496903,JPL 24,316.0,2070.379636965049,5.66839051872703,N,,0.0,Otto Matic,0.0,,2.744571088925917,0.55713,8.605,-1.0558276564561851e+17,0.0,1.6821e-08,1.912e-08,3.9915e-08,4.242e-06,1.6572e-05,1.38e-09,0.0001202,1.6432e-05,1.2402e-07,9.7417e-05,0.00012123,?,,,2000316.0,3.184,2457854.8992917472,20170411.3992917,,314.726320477178
316,,,,0.694,,,,10.03,,,,,,,,0.238,2.286177288650549,2.482400443230143,0.4928,MBA,2651.8081770356207,0.0,44828.0,18.67,1.4,,0.08583024402950724,2457000.5,20141209.0,57000.0,J2000,,,1891-09-11,317 Roxane,1.765616382025405,a0000317,2014-06-06,228.1142889505126,1.0812,420.770604,0.2851275712983258,,,1685.0,Roxane,N,151.3833246245507,JPL 13,317.0,1262.592734756387,3.45679051268005,N,,853720250078376.8,Otto Matic,55202873249642.54,,2.089954134070955,0.5635,8.169,1.2215766877398702e+16,132.61040885178105,5.9127e-09,6.4202e-09,4.1013e-08,4.527e-06,2.6081e-05,1.1061e-09,0.00014385,4.8981e-06,9.3644e-08,9.1927e-05,0.00014615,Xe,Xe,E,2000317.0,3.596,2457463.0498349704,20160315.549835,,187.1027991149301
317,,,,0.685,,,,9.3,,,,,,,,0.29,3.195645784326797,3.468587111280356,,MBA,2632.1681608861145,0.0,44735.0,85.0,,,0.08541038193037974,2457000.5,20141209.0,57000.0,J2000,,,1891-09-24,318 Magdalena,10.65483501473025,a0000318,2014-03-18,54.25531312412087,1.95837,762.1388529,0.1725305957057068,,,1531.0,Magdalena,N,161.5077587527373,JPL 9,318.0,2086.58643139486,5.71276230361358,N,,0.0,Otto Matic,0.0,,2.922704457373237,0.53597,59.5,-5.892497172028396e+17,0.0,1.8837e-08,2.0445e-08,3.87e-08,5.0754e-06,2.7758e-05,1.5255e-09,2.4507e-05,1.8449e-05,1.2783e-07,0.00016008,3.685e-05,?,,CXF,2000318.0,3.163,2456686.032221678,20140128.5322217,,297.3568846888968
318,,,,,,,,10.1,,,,,,,,,3.40502547076128,4.146764530554333,0.0457,OMB,2630.442241364261,0.0,44872.0,68.16,8.5,,0.2178365672040679,2457000.5,20141209.0,57000.0,J2000,,,1891-10-09,319 Leona,10.56277127769054,a0000319,2014-08-17,224.5264888549227,1.68743,656.6971331,0.1568640871420686,,,1578.0,Leona,N,184.9632843356052,JPL 22,319.0,2294.980365225058,6.28331379938414,N,,0.0,Otto Matic,0.0,,2.663286410968228,0.50769,9.6,-3.038304878048267e+17,0.0,1.8426e-08,2.244e-08,4.2898e-08,4.6181e-06,9.5759e-06,1.2733e-09,2.4308e-05,1.8629e-05,1.4213e-07,6.4915e-05,2.5314e-05,?,,,2000319.0,3.08,2457864.1362446835,20170420.6362447,,228.3720079170933
319,,,,,,,,10.7,,,,,,,,,3.009825708420895,3.361584718838674,,MBA,2635.6508017086503,0.0,38922.0,,,,0.1168702258850494,2457000.5,20141209.0,57000.0,J2000,24.858753701650958,,1907-11-07,320 Katharina,9.379921927184771,a0000320,2014-05-31,202.2316479100772,1.66338,647.3375946,0.1887522132775035,,,1279.0,Katharina,N,219.9385409278063,JPL 13,320.0,1907.262403703463,5.22179987324699,N,,0.0,Otto Matic,0.0,,2.658066698003116,0.54196,6.893,-1.4739429014464614e+16,0.0,1.8704e-08,2.089e-08,5.5535e-08,5.8863e-06,2.0255e-05,1.7594e-09,3.0527e-05,1.7778e-05,1.7262e-07,0.00011073,3.6717e-05,?,,,2000320.0,3.219,2457836.349017876,20170323.8490179,,150.3535586827356
320,,,,0.792,,,,10.0,,,,,,,,0.41,2.884819875023464,3.011869365714822,0.2296,MBA,2637.5759290469623,0.0,42608.0,27.23,1.5,,0.04404070139399072,2457000.5,20141209.0,57000.0,J2000,,,1898-02-18,321 Florentina,2.586786918931696,a0000321,2014-10-16,0.6681727053743682,1.7731,690.037327,0.2011527719627101,,,1578.0,Florentina,N,40.28384117557885,JPL 13,321.0,1789.684509377465,4.89988914271722,N,,3.5811362950658166e-39,Otto Matic,2.303190260742252e-40,,2.757770384332106,0.51784,2.871,-2.624972904283243e+16,7.162272590131633e-51,1.6602e-08,1.7333e-08,4.507e-08,5.3968e-06,5.3614e-05,1.7364e-09,0.00010785,1.5449e-05,1.3033e-07,0.00026654,0.00012151,S,S,S,2000321.0,3.29,2456997.1782823876,20141205.6782824,,37.10735606243428
321,,,,0.719,,,0.1241178,9.01,,,,,,,,0.23,2.780598698638867,3.465577777505665,0.0876,MBA,2641.9487731765494,0.0,44751.0,70.84,4.9,,0.2463423000241291,2457000.5,20141209.0,57000.0,J2000,,,1891-11-29,322 Phaeo,8.05459070889201,a0000322,2014-06-08,215.3216356950651,1.1103,432.095451,0.2125673709289427,,,1195.0,Phaeo,N,252.3708333060085,JPL 15,322.0,1693.580714795317,4.6367712930741,N,,1864047360.0,Otto Matic,120084050.72700135,,2.095619619772068,0.57224,17.5845,26672400000.000004,132.10116675354746,8.9177e-09,1.1114e-08,3.9394e-08,5.0526e-06,9.8566e-06,1.0226e-09,3.5198e-05,8.1472e-06,1.0907e-07,4.7976e-05,3.6467e-05,X,X,X,2000322.0,3.274,2457681.123576764,20161019.6235768,,115.1748941419593
322,,,,0.893,,,,9.73,,,,,,,,0.48,2.381598998718292,3.09810889161249,0.1765,MCA,2652.153140906465,0.0,44770.0,35.82,1.7,,0.3008524496692362,2457000.5,20141209.0,57000.0,J2000,,,1891-12-31,323 Brucia,24.23310085448957,a0000323,2014-07-29,198.4869447257788,0.80432,313.0172144,0.2681643953540336,,,1038.0,Brucia,N,97.40440256571162,JPL 11,323.0,1342.460096258208,3.67545543123397,N,,0.0,Otto Matic,0.0,,1.665089105824094,0.52809,9.465,-4.40980464072209e+16,0.0,1.0477e-08,1.363e-08,4.6193e-08,5.0008e-06,1.1637e-05,1.7696e-09,1.4945e-05,8.8588e-06,1.0997e-07,4.6588e-05,1.653e-05,?,,S,2000323.0,3.362,2457602.791199251,20160802.2911993,,291.3028868151414
323,,,,0.695,,0.09,0.6630737666666666,6.82,,,,,,,,0.309,2.687125423944612,3.593337979299989,0.0628,MBA,2645.9420465820704,0.0,44782.0,229.44,7.4,,0.3372423733109881,2457000.5,20141209.0,57000.0,J2000,,,1892-03-16,324 Bamberga,11.10705834914607,a0000324,2014-10-25,91.10455356386073,0.798134,310.60980878,0.223754700216198,,,2235.0,Bamberga,N,327.9239118822665,JPL 115,324.0,1608.904749943389,4.40494113605308,N,,0.0,Otto Matic,0.0,,1.780912868589236,0.63269,29.43,-72835766666.66667,0.0,2.9327e-09,3.9217e-09,1.6852e-08,2.2046e-06,3.3764e-06,3.663e-10,1.0505e-05,2.6339e-06,4.5538e-08,1.4739e-05,1.108e-05,?,,CP,2000324.0,3.264,2456593.3373639714,20131027.837364,,44.21089838162385
324,,,,0.714,,,,8.65,,,,,,,,0.268,3.212292999257929,3.725042220207054,0.1068,OMB,2632.5962964676087,0.0,42551.0,75.72,1.7,,0.1596209377748465,2457000.5,20141209.0,57000.0,J2000,,,1898-03-26,325 Heidelberga,8.554232667963419,a0000325,2014-09-25,264.5078814784425,1.72471,671.2053907,0.1711911648543514,,,1143.0,Heidelberga,N,344.8850132276455,JPL 38,325.0,2102.912263645651,5.75745999629199,N,,1.514942263431675e+17,Otto Matic,9724882038026024.0,,2.699543778308803,0.58396,6.737,2.167710268217381e+18,131.64981482338044,2.2602e-08,2.621e-08,4.4895e-08,4.344e-06,1.4131e-05,1.8068e-09,3.3023e-05,2.2195e-05,1.4046e-07,8.5859e-05,3.5649e-05,M,,M,2000325.0,3.154,2457558.3098531123,20160618.8098531,,68.55726814135808
325,,,,0.708,,,,9.36,,,,,,,,0.318,2.31803060965646,2.758584627170623,0.0368,MBA,2651.9230244359615,0.0,44230.0,93.0,1.7,,0.1900553062927216,2457000.5,20141209.0,57000.0,J2000,,,1893-09-20,326 Tamara,23.72106132765369,a0000326,2014-10-26,218.7643660401616,0.946287,368.26651179,0.2792706681676091,,,1121.0,Tamara,N,32.25100234384971,JPL 73,326.0,1289.072004453901,3.52928680206407,N,,6.263413772137912e+17,Otto Matic,4.0501957289296216e+16,,1.877476592142298,0.57684,14.445,-5.226321647263261e+17,132.61615122179808,7.7693e-09,9.246e-09,4.101e-08,6.4727e-06,1.7501e-05,1.404e-09,1.0785e-05,6.4809e-06,9.5527e-08,6.3713e-05,1.8937e-05,C,,C,2000326.0,3.445,2457506.2302826913,20160427.7302827,,238.3811121410871
326,,,,,,,,9.9,,,,,,,,,2.775232792558541,2.95048810483863,0.236,MBA,2639.8843358861586,0.0,44781.0,26.1,,,0.06314976990399343,2457000.5,20141209.0,57000.0,J2000,,,1892-03-23,327 Columbia,7.14974872078759,a0000327,2014-10-31,85.08006766700616,1.59379,620.2552543,0.213184166600202,,,1349.0,Columbia,N,354.8152543030424,JPL 7,327.0,1688.680757774714,4.62335594188833,N,,3.153548017812452e-39,Otto Matic,2.0299640266634205e-40,,2.599977480278452,0.57416,5.932,-2.311550697056527e+16,6.307096035624904e-51,1.4252e-08,1.5152e-08,4.437e-08,5.6902e-06,4.192e-05,1.6421e-09,3.7466e-05,1.3008e-05,1.2468e-07,0.00019637,5.4876e-05,Sl,Sl,,2000327.0,3.321,2456601.408130168,20131104.9081302,,306.6087425924984
327,,,,,,,0.19685350000000001,8.8,,,,,,,,,3.111630090896949,3.442071064827537,0.0425,MBA,2633.742804404778,0.0,37652.0,122.92,5.2,,0.1061954552044252,2457000.5,20141209.0,57000.0,J2000,,,1911-09-02,328 Gudrun,16.11505899521058,a0000328,2014-10-03,217.688188462149,1.85115,720.4120455,0.1795651819412934,,,1027.0,Gudrun,N,352.3315591041837,JPL 9,328.0,2004.843010810957,5.48896101522507,N,,0.0,Otto Matic,0.0,,2.78118911696636,0.55094,10.992,-21623500000.0,0.0,2.5205e-08,2.7882e-08,4.8949e-08,6.5006e-06,2.7779e-05,2.1818e-09,2.0012e-05,2.436e-05,1.4776e-07,0.00015593,3.504e-05,?,,S,2000328.0,3.15,2457793.03566866,20170208.5356687,,103.7550274758712
328,,,,0.698,,,,9.6,,,,,,,,0.331,2.476693219807495,2.539274035734477,0.0399,MBA,2646.5869534344906,0.0,44777.0,77.8,1.4,,0.02526789164943341,2457000.5,20141209.0,57000.0,J2000,,,1892-03-21,329 Svea,15.88128831357911,a0000329,2014-10-25,130.6421732903248,1.43258,557.5171586,0.2528690931402752,,,1524.0,Svea,N,178.4895511666029,JPL 26,329.0,1423.661529882166,3.89777284019758,N,,3.666916732504814e+17,Otto Matic,2.36641663718104e+16,,2.414112403880513,0.53407,22.77,-3.059750959301591e+17,132.34934767172453,8.982e-09,9.209e-09,3.2304e-08,4.101e-06,9.2143e-05,1.3756e-09,1.5934e-05,7.7446e-06,8.2436e-08,0.00036409,9.4053e-05,C,,C,2000329.0,3.428,2456483.86045474,20130710.3604547,,56.08351599053618
329,,,,,,,,12.3,,,,,,,,,2.46965225440965,3.092865812767986,,MBA,2672.583454892389,0.0,38256.0,,,8.745997,0.2523487091130207,2457000.5,20141209.0,57000.0,J2000,11.898147579246919,,1910-02-02,330 Adalberta (A910 CB),6.756663945256316,a0000330,2014-10-30,80.39116930720616,0.867279,337.51896843,0.2539512561882305,,,1335.0,Adalberta,N,137.1412330809009,JPL 12,330.0,1417.594877865717,3.88116325219909,N,,0.0,Otto Matic,0.0,A910 CB,1.846438696051313,0.52249,3.5553,-1616146253796065.8,0.0,1.2906e-08,1.6163e-08,3.9389e-08,6.1405e-06,1.3571e-05,1.9907e-09,3.4827e-05,1.1112e-05,1.0236e-07,5.2718e-05,3.7334e-05,?,,,2000330.0,3.431,2456683.9385837903,20140126.4385838,,259.4021331921808
330,,,,0.698,,,,9.62,,,,,,,,0.298,3.024915301220921,3.328965298901889,0.0447,MBA,2635.2371846439733,0.0,44754.0,74.92,2.7,,0.1005152103129125,2457000.5,20141209.0,57000.0,J2000,,,1892-04-02,331 Etheridgea,6.053054237253169,a0000331,2014-10-14,335.9050184876407,1.71849,668.7847533,0.1873416089519675,,,1478.0,Etheridgea,N,22.03656612353057,JPL 12,331.0,1921.623295614486,5.2611178524695,N,,3.2745796861807123e+17,Otto Matic,2.104162458506399e+16,,2.720865303539953,0.57853,13.092,-2.7323768350902368e+17,131.78185923219868,1.6694e-08,1.8372e-08,4.5824e-08,5.2933e-06,2.4346e-05,1.5509e-09,4.7437e-05,1.5908e-05,1.3956e-07,0.00013022,5.3202e-05,C,C,CX,2000331.0,3.229,2457129.11521606,20150416.6152161,,333.2469464079536
331,,,,,,,,9.6,,,,,,,,,2.77245815120554,3.022138105197229,0.1719,MBA,2640.100121866029,0.0,44774.0,40.37,1.8,,0.09005724897348599,2457000.5,20141209.0,57000.0,J2000,,,1892-03-30,332 Siri,2.847209098606416,a0000332,2014-10-31,58.29679435472998,1.51372,589.0944124,0.2135042747179944,,,1521.0,Siri,N,31.58516404457768,JPL 11,332.0,1686.148909549954,4.61642411923328,N,,8630955497100862.0,Otto Matic,555626907093385.4,,2.522778197213853,0.59996,8.0074,1.2349916763964251e+17,132.02500609330147,1.1028e-08,1.2022e-08,4.1675e-08,4.6542e-06,2.4426e-05,1.2739e-09,9.4714e-05,1.0061e-05,1.1619e-07,0.00011437,9.8038e-05,Xk,Xk,,2000332.0,3.329,2456727.4525660235,20140310.952566,,296.3439033419152
332,,,,0.773,,,,9.46,,,,,,,,0.401,3.129189709637449,3.633062270432518,0.0475,MBA,2637.203226624556,0.0,44622.0,78.17,1.9,10.213936,0.1610233343294,2457000.5,20141209.0,57000.0,J2000,,,1892-08-27,333 Badenia (1892 A),3.773316908795725,a0000333,2014-10-29,27.78814358409857,1.62609,632.8254453,0.1780558446187294,,,1422.0,Badenia,N,353.5858974591616,JPL 12,333.0,2021.837591295401,5.53548964078139,N,,0.0,Otto Matic,0.0,1892 A,2.62531714884238,0.59376,8.192,-4.583138076868536e+17,0.0,1.5267e-08,1.7725e-08,4.2809e-08,5.5529e-06,1.6272e-05,1.3031e-09,7.6883e-05,1.4797e-05,1.3305e-07,9.1033e-05,7.8389e-05,?,,C,2000333.0,3.19,2456844.435796415,20140705.9357964,,19.61241527286223
333,,,,0.736,,,,7.6,,,,,,,,0.358,3.89606752991903,3.981751819794736,0.0618,OMB,2622.5624629382937,0.0,44607.0,158.55,8.9,11.715129,0.02199250634587588,2457000.5,20141209.0,57000.0,J2000,,,1892-08-29,334 Chicago (1892 L),4.641568993891033,a0000334,2014-10-16,32.42667495532347,2.79637,1088.2633129,0.1281635003427443,,,1574.0,Chicago,N,130.1849154700089,JPL 130,334.0,2808.91204623205,7.69038205676126,N,,3.1035660776733025e+18,Otto Matic,2.0329420663585482e+17,1892 L,3.810383240043325,0.60696,7.361,-2.589679552644245e+18,131.14812314691468,2.7284e-08,2.7884e-08,4.4942e-08,5.2205e-06,0.00010289,1.3463e-09,6.3253e-05,2.9506e-05,1.7315e-07,0.0008029,0.00011958,C,,C,2000334.0,3.06,2456747.4897836074,20140330.9897836,,149.2512926590362
334,,,,0.624,,,,8.96,,,,,,,,0.235,2.477087608399083,2.904023335786384,0.058,MBA,2662.5250186115168,0.0,44600.0,89.07,2.0,9.092254,0.1723539070397376,2457000.5,20141209.0,57000.0,J2000,,,1892-09-13,335 Roberta (1892 C),5.097806097344955,a0000335,2014-10-24,204.1203143075925,1.03834,404.0907778,0.25280870485476,,,1686.0,Roberta,N,148.4574530234009,JPL 28,335.0,1424.00159918078,3.89870389919447,N,,5.487149527268842e+17,Otto Matic,4.701691973320387e+16,1892 C,2.050151881011781,0.57284,12.054,-3.24087888708258e+17,133.14625093057586,6.8159e-09,7.9907e-09,2.5966e-08,3.3693e-06,1.4278e-05,1.0434e-09,4.7954e-05,5.8774e-06,6.4798e-08,5.715e-05,4.9712e-05,B,B,FP,2000335.0,3.455,2457617.091449183,20160816.5914492,,139.630620674166
335,,,,0.733,,,,9.76,,,,,,,,0.273,2.251246428495952,2.467452393460109,0.0459,MBA,2670.01218670105,0.0,44601.0,69.31,2.4,8.985885,0.09603833779698769,2457000.5,20141209.0,57000.0,J2000,,,1892-09-20,336 Lacadiera (1892 D),5.652470786191119,a0000336,2014-11-01,149.175465211961,1.02327,398.2259859,0.291789405145458,,,1359.0,Lacadiera,N,235.1076116581008,JPL 79,336.0,1233.766523567018,3.3778686476852,N,,4.367876251128992e+16,Otto Matic,3797588936800212.5,1892 D,2.035040463531796,0.56439,13.7,6.249934686241713e+17,133.5206093350525,6.0205e-09,6.5987e-09,4.1438e-08,4.6448e-06,1.8975e-05,1.1705e-09,3.8641e-05,4.9492e-06,9.3573e-08,6.4627e-05,4.2581e-05,Xk,Xk,D,2000336.0,3.614,2456489.2564024553,20130715.7564025,,31.08938363199435
336,,,,0.731,,0.19,,8.74,,,,,,,,0.29,2.383560761010381,2.710519863668321,0.1614,MBA,2661.6939419598116,0.0,44590.0,59.11,2.3,9.249117,0.1371725478981887,2457000.5,20141209.0,57000.0,J2000,,,1892-09-26,337 Devosa (1892 E),7.852680095891973,a0000337,2014-10-27,8.723657776163769,1.09023,424.2848091,0.2678333990473633,,,1289.0,Devosa,N,355.4880494961361,JPL 56,337.0,1344.119147501608,3.67999766598661,N,,2.7093524661897996e+16,Otto Matic,2281437577724319.5,1892 E,2.056601658352442,0.57292,4.653,3.876775572869609e+17,133.1046970979906,5.089e-09,5.7871e-09,3.543e-08,3.7278e-06,1.3889e-05,8.5776e-10,2.9145e-05,4.3047e-06,8.4297e-08,5.1833e-05,3.3004e-05,X,X,X,2000337.0,3.511,2456967.9287904077,20141106.4287904,,98.85660892465525
337,,,,0.704,,,,8.4,,,,,,,,0.247,2.911418502994188,2.97770332120409,0.1766,MBA,2638.6824683127606,0.0,44460.0,63.11,8.8,10.642877,0.02276718999406373,2457000.5,20141209.0,57000.0,J2000,,,1892-09-27,338 Budrosa (1892 F),6.04981443956393,a0000338,2014-06-20,181.2396489010431,1.85968,723.7316656,0.198402489500929,,,1228.0,Budrosa,N,287.4429770059251,JPL 50,338.0,1814.493360973247,4.96781207658658,N,,3.2974420325871436e+16,Otto Matic,2392161512275633.0,1892 F,2.845133684784287,0.6219,4.6084,4.718264930241758e+17,131.95412341563804,1.2031e-08,1.2305e-08,4.1313e-08,4.8488e-06,0.00010394,1.2298e-09,4.4592e-05,1.1247e-05,1.1967e-07,0.00052447,0.00011392,Xk,Xk,M,2000338.0,3.275,2457901.4985285397,20170527.9985285,,112.8226764823445
